Ship-to party,Region Code,sub_region_code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
3019581,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
3229,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
8304,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
KH10024,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
KH11022,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
KP13159,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
KP13367,JVA,JLB_GJ,전라북도,김제시,11RC,계룡RDC
10210,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
1803,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
1808,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
1828,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
1834,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
3018069,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
6229,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
7084,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
8432,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
8970,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
9609,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH01818,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH02218,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH06953,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH07486,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH07488,JTC,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH08010,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KH10382,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KP11325,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KP11917,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KP13413,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
KP13432,JTA,JLB_GS,전라북도,군산시,11RC,계룡RDC
1677,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
2977,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
4171,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
4552,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
5285,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
7676,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
8245,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH00231,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH01181,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH02007,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH06933,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH06936,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH07283,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH08094,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH09142,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH09795,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH11061,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH11107,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH11148,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KH11184,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP11204,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP11596,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP11661,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP11999,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP12403,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP12567,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP12631,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP12635,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP12734,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP13011,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP13306,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP13465,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP13683,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
KP13820,JMA,JLB_JJDJ,전라북도,전주시 덕진구,11RC,계룡RDC
5163,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
5354,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KH00886,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KH06934,JLA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KH10591,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KH11289,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP11933,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP12780,JLA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP13004,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP13122,JMA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP13704,JLA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP13730,JLA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
KP13736,JLA,JLB_JJOS,전라북도,전주시 완산구,11RC,계룡RDC
6217,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
6251,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
8104,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KH02651,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP11061,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP11346,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP12053,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP12054,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP12617,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP12718,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
KP13318,KAA,JLB_JO,전라북도,정읍시,11RC,계룡RDC
1670,JPA,JLB_JO2,전라북도,진안군,11RC,계룡RDC
KP12555,JPA,JLB_JO2,전라북도,진안군,11RC,계룡RDC
1657,KGA,JLB_JS,전라북도,장수군,11RC,계룡RDC
KP13642,KGA,JLB_JS,전라북도,장수군,11RC,계룡RDC
KP13673,KGA,JLB_JS,전라북도,장수군,11RC,계룡RDC
KP12012,JQA,JLB_MJ,전라북도,무주군,11RC,계룡RDC
10602,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
1631,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
3019928,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
8199,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
8636,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
KP11634,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
KP12733,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
KP13650,KDA,JLB_NO,전라북도,남원시,11RC,계룡RDC
3003271,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
3756,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
5757,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
7958,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
9853,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KH09292,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KH11012,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KP11593,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KP11684,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KP12314,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KP12550,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KP13609,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
KP13659,JNA,JLB_OJ,전라북도,완주군,11RC,계룡RDC
10156,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
10159,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
10166,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
1817,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
1833,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
2968,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
3017150,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
3017834,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
5016,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
7730,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
9281,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KH00593,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KH06939,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KH09492,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KH10040,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KH10966,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KH11278,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP11247,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP11699,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP11950,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP12075,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP12820,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP13140,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP13303,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP13631,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
KP13784,JRA,JLB_OS,전라북도,익산시,11RC,계룡RDC
3022211,JOA,JLB_OS2,전라북도,임실군,11RC,계룡RDC
KH11326,JOA,JLB_OS2,전라북도,임실군,11RC,계룡RDC
KP12139,JOA,JLB_OS2,전라북도,임실군,11RC,계룡RDC
KP12960,JOA,JLB_OS2,전라북도,임실군,11RC,계룡RDC
6696,KFA,JLB_SC,전라북도,순창군,11RC,계룡RDC
KH10811,KFA,JLB_SC,전라북도,순창군,11RC,계룡RDC
KP12686,KFA,JLB_SC,전라북도,순창군,11RC,계룡RDC
1750,JGA,JLN_BS,전라남도,보성군,11RC,계룡RDC
1788,JGA,JLN_BS,전라남도,보성군,11RC,계룡RDC
2622,JGA,JLN_BS,전라남도,보성군,11RC,계룡RDC
4600,JGA,JLN_BS,전라남도,보성군,11RC,계룡RDC
6637,JGA,JLN_BS,전라남도,보성군,11RC,계룡RDC
7096,JGA,JLN_BS,전라남도,보성군,11RC,계룡RDC
1689,IIA,JLN_DO,전라남도,담양군,11RC,계룡RDC
KH09832,IIA,JLN_DO,전라남도,담양군,11RC,계룡RDC
KP11372,IIA,JLN_DO,전라남도,담양군,11RC,계룡RDC
KP12804,IIA,JLN_DO,전라남도,담양군,11RC,계룡RDC
1772,JHA,JLN_GH,전라남도,고흥군,11RC,계룡RDC
KH01267,JHA,JLN_GH,전라남도,고흥군,11RC,계룡RDC
KP11708,JHA,JLN_GH,전라남도,고흥군,11RC,계룡RDC
1884,ABD,JLN_GJ,전라남도,강진군,11RC,계룡RDC
3019462,ABD,JLN_GJ,전라남도,강진군,11RC,계룡RDC
9071,ABD,JLN_GJ,전라남도,강진군,11RC,계룡RDC
1775,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
1777,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
3001554,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
6372,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
6787,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
7620,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
7843,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
9533,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
9963,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KH09234,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KH09235,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KH10395,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KH10676,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP11411,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP11665,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP11729,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP12181,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP12278,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP12814,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
KP13314,JFA,JLN_GO,전라남도,광양시,11RC,계룡RDC
6665,ADC,JLN_GR,전라남도,구례군,11RC,계룡RDC
9906,JBA,JLN_GR,전라남도,구례군,11RC,계룡RDC
3007846,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
3010114,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
3019163,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
3022206,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
7062,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
7833,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
8942,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
KH07919,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
KH08335,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
KH10019,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
KP13800,ITA,JLN_HN,전라남도,해남군,11RC,계룡RDC
KP13108,INA,JLN_HP,전라남도,함평군,11RC,계룡RDC
6876,IKA,JLN_HS,전라남도,화순군,11RC,계룡RDC
7694,IKA,JLN_HS,전라남도,화순군,11RC,계룡RDC
KH01814,IKA,JLN_HS,전라남도,화순군,11RC,계룡RDC
KH10049,IKA,JLN_HS,전라남도,화순군,11RC,계룡RDC
1883,IVA,JLN_JD,전라남도,진도군,11RC,계룡RDC
3011398,IVA,JLN_JD,전라남도,진도군,11RC,계룡RDC
3012029,IVA,JLN_JD,전라남도,진도군,11RC,계룡RDC
3015764,IVA,JLN_JD,전라남도,진도군,11RC,계룡RDC
KH11128,IVA,JLN_JD,전라남도,진도군,11RC,계룡RDC
KP12068,IVA,JLN_JD,전라남도,진도군,11RC,계룡RDC
1892,IPA,JLN_JH,전라남도,장흥군,11RC,계룡RDC
3018026,IPA,JLN_JH,전라남도,장흥군,11RC,계룡RDC
KH11207,C51,JLN_JS,전라남도,장성군,11RC,계룡RDC
KP11584,IGA,JLN_JS,전라남도,장성군,11RC,계룡RDC
KP13258,IGA,JLN_JS,전라남도,장성군,11RC,계룡RDC
3003656,IRA,JLN_MO,전라남도,무안군,11RC,계룡RDC
9048,IRA,JLN_MO,전라남도,무안군,11RC,계룡RDC
KP12135,IRA,JLN_MO,전라남도,무안군,11RC,계룡RDC
KP13017,IRA,JLN_MO,전라남도,무안군,11RC,계룡RDC
KP13225,IRA,JLN_MO,전라남도,무안군,11RC,계룡RDC
1885,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
2302,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
3013644,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
3016074,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
3018578,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
4351,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
4458,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
5104,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
5369,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
7812,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KH00602,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KH01796,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KH09792,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP11041,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP11062,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP11238,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP12048,IQH,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP13025,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP13042,IQH,JLN_MP,전라남도,목포시,11RC,계룡RDC
KP13799,IQA,JLN_MP,전라남도,목포시,11RC,계룡RDC
10137,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
1729,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
1736,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
3007984,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
3014080,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
9969,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
KH07993,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
KH09452,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
KH09701,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
KP11597,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
KP12791,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
KP13363,ILA,JLN_NJ,전라남도,나주시,11RC,계룡RDC
3014727,IUA,JLN_OD,전라남도,완도군,11RC,계룡RDC
KP12439,IUB,JLN_OD,전라남도,완도군,11RC,계룡RDC
KP13798,IUA,JLN_OD,전라남도,완도군,11RC,계룡RDC
2556,IFA,JLN_OG,전라남도,영광군,11RC,계룡RDC
3008231,IFA,JLN_OG,전라남도,영광군,11RC,계룡RDC
KP11222,IFA,JLN_OG,전라남도,영광군,11RC,계룡RDC
KP12995,IFA,JLN_OG,전라남도,영광군,11RC,계룡RDC
2464,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
3010013,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
3020468,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
4487,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
6388,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
KH02295,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
KP13119,INB,JLN_OO,전라남도,영암군,11RC,계룡RDC
10103,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
1754,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
1766,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
3003413,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
3019010,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
3876,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
5267,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
6768,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
6994,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
7276,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
8141,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
9267,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
9417,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
KH01302,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
KP11515,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
KP11567,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
KP12735,JIA,JLN_OS,전라남도,여수시,11RC,계룡RDC
KP13781,JJA,JLN_OS,전라남도,여수시,11RC,계룡RDC
10287,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
1768,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
1771,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
1784,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
3011556,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
4071,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
4469,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
7411,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
7899,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KH00408,JAF,JLN_SC,전라남도,순천시,11RC,계룡RDC
KH02272,JAF,JLN_SC,전라남도,순천시,11RC,계룡RDC
KH08695,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KH09132,JAF,JLN_SC,전라남도,순천시,11RC,계룡RDC
KH10973,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KH11186,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KP11063,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KP11457,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KP11944,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KP12170,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
KP12892,C86,JLN_SC,전라남도,순천시,11RC,계룡RDC
KP13221,JAA,JLN_SC,전라남도,순천시,11RC,계룡RDC
10199,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
6006,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
7196,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
7301,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
7407,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
7818,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
832,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
861,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH02344,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH09782,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH09802,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH09955,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH10439,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH10565,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH11313,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP11612,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12460,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12526,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12741,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12790,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP13008,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP13177,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP13276,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP13433,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP13435,DQA,SEJ_SJ,세종특별자치시,세종특별자치시,11RC,계룡RDC
10023,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
10479,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
10610,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1485,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1488,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1490,NFC,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1492,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1499,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1500,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1508,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
1915,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
2465,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
3001044,NFB,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
3009460,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
3013878,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
3014043,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
3019284,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
4836,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
5306,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
5488,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
6352,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
6645,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
6862,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
7570,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
7583,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
7664,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
8324,NFB,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
9718,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH00579,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH01285,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH09878,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH10128,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH10572,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH10802,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH11028,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH11115,NFB,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH11165,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KH11367,NFD,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP11198,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP12043,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP12108,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP12184,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP12384,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP12388,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP12390,NFA,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
KP13222,C73,JEJ_JJ,제주특별자치도,제주시,11RB,제주RDC
