주문자코드(Sold to),건수,배송지(Ship-to) 수,출하RDC,배송지역
4552,167,1,계룡RDC,전라북도 전주시 덕진구
KP13605,166,1,칠곡RDC,부산광역시 부산진구
993,166,1,제천RDC,강원도 강릉시
4911,166,1,평택RDC,경기도 수원시 장안구
5239,165,1,칠곡RDC,경상남도 창원시 진해구
KP11754,165,1,평택RDC,경기도 부천시 소사구
KP13294,165,1,평택RDC,경기도 평택시
KP13230,165,1,평택RDC,충청남도 천안시 동남구
7878,165,1,칠곡RDC,부산광역시 부산진구
KP13288,165,1,계룡RDC,대전광역시 유성구
KP13275,165,1,계룡RDC,대전광역시 중구
9532,165,1,평택RDC,경기도 남양주시
8135,165,3,평택RDC,경기도 포천시
5136,164,1,계룡RDC,대전광역시 대덕구
KP13120,163,1,칠곡RDC,대구광역시 북구
649,163,1,평택RDC,인천광역시 강화군
KP11331,163,1,칠곡RDC,울산광역시 중구
KP13210,162,1,평택RDC,경기도 파주시
KP12907,161,1,칠곡RDC,경상남도 진주시
6363,161,1,평택RDC,경기도 안성시
KP13606,161,1,계룡RDC,충청남도 논산시
KH01416,160,1,평택RDC,경기도 화성시
3014869,160,1,칠곡RDC,부산광역시 서구
KP13050,160,1,칠곡RDC,부산광역시 해운대구
KH06150,159,1,제천RDC,경상북도 영주시
817,159,1,평택RDC,충청남도 천안시 동남구
868,159,3,제천RDC,충청북도 충주시
250,158,1,평택RDC,서울특별시 금천구
901,158,1,평택RDC,충청남도 홍성군
KP11817,158,1,평택RDC,경기도 하남시
KP11776,158,1,칠곡RDC,경상북도 포항시 북구
KP13675,158,1,칠곡RDC,울산광역시 중구
KP13860,158,1,계룡RDC,충청북도 청주시 흥덕구
KH10104,157,1,칠곡RDC,부산광역시 동구
9771,157,6,계룡RDC / 칠곡RDC,경상남도 진주시 / 경상북도 경산시 / 경상북도 경주시 / 광주광역시 남구 / 부산광역시 금정구
8151,156,1,평택RDC,인천광역시 부평구
1440,156,1,칠곡RDC,경상북도 안동시
KP11999,156,1,계룡RDC,전라북도 전주시 덕진구
KH09981,155,1,칠곡RDC,부산광역시 해운대구
KH02235,155,1,평택RDC,경기도 양평군
KP11363,155,1,평택RDC,경기도 수원시 팔달구
2463,155,2,평택RDC,경기도 하남시 / 인천광역시 계양구
758,155,1,계룡RDC,대전광역시 중구
KH11014,155,1,칠곡RDC,부산광역시 사상구
KP13406,154,1,평택RDC,서울특별시 광진구
900,154,1,평택RDC,충청남도 홍성군
8981,154,1,칠곡RDC,경상남도 밀양시
1011,154,1,제천RDC,강원도 강릉시
KP12771,153,1,평택RDC,인천광역시 계양구
KP12816,152,1,평택RDC,경기도 평택시
KH05534,152,1,칠곡RDC,부산광역시 사하구
3019581,152,1,계룡RDC,전라북도 김제시
KP12871,151,1,계룡RDC,충청북도 청주시 흥덕구
935,151,1,계룡RDC,충청남도 논산시
KP12955,151,1,칠곡RDC,부산광역시 북구
8104,150,1,계룡RDC,전라북도 정읍시
7833,150,1,계룡RDC,전라남도 해남군
KP11439,150,1,칠곡RDC,경상남도 창원시 의창구
KH10071,149,1,평택RDC,경기도 용인시 처인구
KH10623,149,1,칠곡RDC,울산광역시 동구
KP13019,149,1,제천RDC,경기도 여주시
KP11566,149,1,평택RDC,경기도 남양주시
KP12738,148,1,칠곡RDC,경상남도 진주시
KP13625,148,1,칠곡RDC,경상남도 통영시
KP12468,148,1,계룡RDC,충청남도 서천군
1496,148,1,제주RDC,제주특별자치도 서귀포시
KP11659,148,1,제주RDC,제주특별자치도 서귀포시
KH02148,148,1,계룡RDC,충청북도 청주시 청원구
KH09560,148,1,평택RDC,경기도 성남시 수정구
10103,147,1,계룡RDC,전라남도 여수시
6122,147,1,칠곡RDC,경상북도 김천시
KH10959,147,1,평택RDC,충청남도 아산시
1017,146,1,제천RDC,강원도 평창군
9781,146,8,계룡RDC / 제천RDC,충청북도 괴산군 / 충청북도 단양군 / 충청북도 제천시 / 충청북도 진천군 / 충청북도 청주시 흥덕구 / 충청북도 충주시
349,145,1,평택RDC,서울특별시 은평구
KP13267,145,1,평택RDC,충청남도 아산시
KP11525,144,1,평택RDC,경기도 하남시
KH10427,143,1,평택RDC,경기도 김포시
KP11720,143,1,평택RDC,경기도 파주시
KP12351,143,1,칠곡RDC,경상북도 예천군
KP13100,143,2,칠곡RDC,경상북도 칠곡군
3020117,142,1,평택RDC,경기도 남양주시
KP11803,142,1,평택RDC,경기도 화성시
541,142,1,평택RDC,인천광역시 남동구
KP13744,142,1,평택RDC,경기도 용인시 처인구
KP11917,140,1,계룡RDC,전라북도 군산시
KP12904,140,1,칠곡RDC,경상남도 진주시
174,139,1,평택RDC,서울특별시 중랑구
218,139,1,평택RDC,서울특별시 강동구
KP11864,139,1,평택RDC,경기도 남양주시
9598,139,1,제천RDC,경상북도 영주시
9605,138,1,칠곡RDC,경상북도 칠곡군
KP13186,138,1,칠곡RDC,경상남도 통영시
7908,138,1,평택RDC,경기도 고양시 일산서구
KP13006,138,1,평택RDC,경기도 수원시 팔달구
KP12601,138,1,평택RDC,충청남도 천안시 서북구
1061,138,1,제천RDC,강원도 횡성군
KP11703,138,1,제천RDC,충청북도 제천시
10193,137,1,칠곡RDC,부산광역시 북구
6225,136,1,평택RDC,충청남도 아산시
3019945,136,1,평택RDC,경기도 남양주시
KP12714,136,1,평택RDC,충청남도 천안시 동남구
KP13127,136,1,계룡RDC,충청남도 논산시
4476,135,1,칠곡RDC,대구광역시 북구
1267,135,1,칠곡RDC,경상북도 포항시 남구
KP13315,135,1,평택RDC,충청남도 홍성군
KP12773,135,1,계룡RDC,대전광역시 중구
3020466,135,1,평택RDC,서울특별시 강북구
KP13695,135,1,평택RDC,경기도 부천시 소사구
KH01281,135,1,계룡RDC,대전광역시 유성구
KP12043,134,1,제주RDC,제주특별자치도 제주시
4751,134,1,평택RDC,경기도 수원시 팔달구
KP13197,134,1,평택RDC,서울특별시 송파구
6715,133,1,칠곡RDC,경상북도 구미시
4322,131,1,계룡RDC,대전광역시 대덕구
200,131,2,평택RDC,경기도 남양주시
8199,131,2,계룡RDC,전라북도 남원시 / 전라북도 완주군
6457,131,1,평택RDC,경기도 안양시 만안구
KP13761,131,1,평택RDC,경기도 양주시
KP13791,131,1,제천RDC,강원도 삼척시
609,130,1,평택RDC,경기도 화성시
2861,130,1,평택RDC,충청남도 서산시
KH09588,130,1,평택RDC,충청남도 천안시 서북구
KP12577,130,1,계룡RDC,광주광역시 북구
KP11773,129,1,칠곡RDC,대구광역시 동구
KP13760,129,1,칠곡RDC,경상북도 청송군
KH01297,128,1,평택RDC,서울특별시 관악구
KH09786,128,1,칠곡RDC,경상북도 안동시
KP13244,128,1,계룡RDC,광주광역시 광산구
5360,128,1,제천RDC,충청북도 충주시
KP13456,128,1,칠곡RDC,경상남도 양산시
KP13660,128,1,제천RDC,강원도 홍천군
KP13669,128,1,평택RDC,경기도 파주시
KP13434,127,1,평택RDC,경기도 하남시
KH11321,127,1,칠곡RDC,대구광역시 달서구
KP12793,126,1,평택RDC,경기도 의정부시
KH08775,126,1,평택RDC,경기도 시흥시
KP11031,126,1,칠곡RDC,경상북도 문경시
KP11204,125,1,계룡RDC,전라북도 전주시 덕진구
KP11416,125,1,제천RDC,강원도 원주시
1599,124,2,칠곡RDC,부산광역시 기장군
9782,124,2,평택RDC,경기도 포천시
9072,124,1,평택RDC,경기도 양주시
3416,124,1,평택RDC,경기도 파주시
9580,124,2,칠곡RDC,경상남도 창원시 진해구 / 부산광역시 강서구
KP13280,123,1,평택RDC,경기도 안산시 상록구
KP13861,123,1,칠곡RDC,울산광역시 남구
KP13705,123,1,평택RDC,인천광역시 남동구
4909,122,1,제주RDC,제주특별자치도 서귀포시
KP11836,122,1,평택RDC,경기도 평택시
KP12386,122,1,칠곡RDC,경상북도 경주시
3019726,122,1,평택RDC,경기도 남양주시
KP11621,122,1,계룡RDC,충청남도 논산시
KP11252,122,1,칠곡RDC,경상남도 김해시
KP13665,122,1,계룡RDC,대전광역시 유성구
2464,121,1,계룡RDC,전라남도 영암군
785,121,1,평택RDC,경기도 평택시
1130,121,1,칠곡RDC,부산광역시 사하구
KP11656,120,1,평택RDC,경기도 광주시
6416,120,1,평택RDC,강원도 철원군
KP13300,120,1,칠곡RDC,경상남도 김해시
KP13065,120,1,평택RDC,서울특별시 서초구
660,120,1,평택RDC,인천광역시 서구
10289,119,1,칠곡RDC,대구광역시 달성군
KH10022,118,1,계룡RDC,광주광역시 광산구
4701,118,2,평택RDC,경기도 용인시 기흥구
KP11413,118,1,칠곡RDC,울산광역시 북구
KP13657,118,1,평택RDC,경기도 화성시
7679,118,3,평택RDC,경기도 김포시 / 경기도 용인시 처인구 / 인천광역시 강화군
KP13674,118,1,칠곡RDC,경상북도 성주군
KH11123,118,1,평택RDC,경기도 평택시
KP11593,117,1,계룡RDC,전라북도 완주군
KP13284,117,1,평택RDC,경기도 구리시
10142,117,5,칠곡RDC,경상남도 거제시 / 경상남도 사천시 / 경상남도 창원시 마산회원구 / 경상남도 창원시 진해구
KP13172,117,1,칠곡RDC,경상북도 포항시 남구
KP12392,117,1,평택RDC,충청남도 당진시
KP11028,117,1,평택RDC,경기도 안산시 단원구
KP13670,117,1,평택RDC,경기도 안성시
KP12205,116,1,칠곡RDC,경상남도 창녕군
KH09495,116,1,평택RDC,경기도 양평군
KP12734,116,1,계룡RDC,전라북도 전주시 덕진구
KH00548,116,1,계룡RDC,충청남도 청양군
4478,115,3,평택RDC,경기도 수원시 팔달구 / 서울특별시 강서구 / 인천광역시 연수구
KH01222,115,1,평택RDC,경기도 용인시 처인구
KP11515,115,1,계룡RDC,전라남도 여수시
3022065,115,1,평택RDC,경기도 남양주시
10166,115,1,계룡RDC,전라북도 익산시
KP11852,115,1,평택RDC,경기도 안산시 단원구
4732,115,3,칠곡RDC,경상남도 창녕군 / 경상남도 함안군
9941,115,1,평택RDC,인천광역시 중구
KH09511,114,1,평택RDC,경기도 시흥시
KP12957,114,1,계룡RDC,충청남도 논산시
521,114,1,평택RDC,경기도 성남시 중원구
KP13273,114,1,계룡RDC,충청북도 청주시 청원구
2611,114,2,계룡RDC,대전광역시 유성구
3022,113,1,평택RDC,충청남도 천안시 서북구
KP11954,113,1,제천RDC,강원도 원주시
KP13408,113,1,평택RDC,인천광역시 서구
8427,113,1,제천RDC,강원도 동해시
1090,113,2,칠곡RDC,경상북도 고령군 / 대구광역시 달서구
4527,113,1,평택RDC,서울특별시 강남구
KP13828,113,1,평택RDC,경기도 평택시
KP12873,112,1,평택RDC,서울특별시 서초구
KP13306,112,1,계룡RDC,전라북도 전주시 덕진구
KP12922,111,1,칠곡RDC,경상남도 사천시
5158,111,1,제천RDC,충청북도 제천시
8206,111,1,제천RDC,강원도 춘천시
KH10881,110,1,칠곡RDC,경상북도 경산시
3015169,110,1,평택RDC,서울특별시 도봉구
KP11249,110,1,칠곡RDC,대구광역시 달성군
4472,110,3,계룡RDC,대전광역시 유성구 / 충청남도 공주시 / 충청남도 금산군
KP12970,110,1,평택RDC,충청남도 아산시
KP12012,109,1,계룡RDC,전라북도 무주군
KP12896,109,1,칠곡RDC,경상북도 의성군
KP11341,109,1,칠곡RDC,울산광역시 북구
8957,109,1,평택RDC,경기도 양주시
2663,109,1,제천RDC,강원도 태백시
1109,108,1,칠곡RDC,경상북도 구미시
3706,108,1,제천RDC,경기도 이천시
KP12360,108,1,평택RDC,충청남도 당진시
KP13771,108,1,평택RDC,경기도 평택시
KP13363,107,1,계룡RDC,전라남도 나주시
KP11699,107,1,계룡RDC,전라북도 익산시
KP12106,107,1,칠곡RDC,경상북도 경주시
KH10128,107,1,제주RDC,제주특별자치도 제주시
8150,106,1,칠곡RDC,경상남도 김해시
48,106,1,평택RDC,서울특별시 송파구
5991,105,1,계룡RDC,대전광역시 유성구
KP11325,105,1,계룡RDC,전라북도 군산시
KP13286,105,1,평택RDC,충청남도 천안시 동남구
KP11337,105,1,평택RDC,경기도 가평군
5201,104,1,계룡RDC,충청남도 공주시
KH10802,104,1,제주RDC,제주특별자치도 제주시
KP12117,104,1,평택RDC,서울특별시 성북구
KP12993,104,1,평택RDC,경기도 하남시
KH00521,104,1,평택RDC,충청남도 천안시 동남구
8409,104,1,칠곡RDC,대구광역시 남구
KH11017,104,1,평택RDC,충청남도 당진시
KP12959,103,1,칠곡RDC,경상남도 거제시
KP11798,103,1,칠곡RDC,경상남도 진주시
KH08712,103,1,평택RDC,서울특별시 은평구
KP12908,102,1,칠곡RDC,경상남도 진주시
1923,102,1,계룡RDC,충청북도 청주시 청원구
KP13435,102,1,계룡RDC,세종특별자치시 세종특별자치시
KP12035,102,1,계룡RDC,충청남도 서천군
7079,102,1,평택RDC,인천광역시 서구
1112,102,1,칠곡RDC,경상북도 성주군
KH10627,102,1,계룡RDC,광주광역시 북구
KP12801,102,1,칠곡RDC,경상남도 김해시
KH07660,102,1,평택RDC,경기도 수원시 권선구
KP13727,102,1,칠곡RDC,대구광역시 수성구
KH11256,102,1,평택RDC,경기도 광명시
KP12652,101,1,칠곡RDC,경상북도 경산시
KH08535,101,1,평택RDC,충청남도 천안시 서북구
KP13180,101,1,제주RDC,제주특별자치도 서귀포시
KP13123,101,1,평택RDC,인천광역시 계양구
KP12930,101,1,계룡RDC,충청북도 청주시 서원구
KP13461,101,1,평택RDC,경기도 양평군
530,100,1,평택RDC,경기도 광주시
522,100,1,평택RDC,경기도 광주시
KP12039,100,1,제천RDC,경기도 이천시
4626,100,1,계룡RDC,대전광역시 중구
1321,100,2,칠곡RDC,경상남도 진주시
KP12075,100,1,계룡RDC,전라북도 익산시
KP12639,100,3,계룡RDC / 평택RDC,경기도 안양시 만안구 / 경기도 용인시 처인구 / 충청북도 청주시 청원구
KP12527,100,1,평택RDC,서울특별시 노원구
6388,99,1,계룡RDC,전라남도 영암군
KH10080,99,1,평택RDC,경기도 군포시
KP11943,99,1,계룡RDC,충청북도 청주시 흥덕구
KH01223,99,1,평택RDC,경기도 화성시
KP12616,99,1,계룡RDC,광주광역시 광산구
KP12439,99,1,계룡RDC,전라남도 완도군
KP11550,99,1,제천RDC,강원도 속초시
KP12980,99,1,평택RDC,경기도 용인시 처인구
KP13655,99,1,칠곡RDC,울산광역시 남구
KH11116,99,1,평택RDC,충청남도 아산시
KP13762,99,1,평택RDC,경기도 남양주시
KP13658,98,1,계룡RDC,충청남도 공주시
6992,98,1,평택RDC,경기도 평택시
1328,98,4,칠곡RDC,경상남도 거창군 / 경상남도 함양군 / 경상남도 합천군
KH08087,98,1,평택RDC,경기도 성남시 분당구
1488,98,3,제주RDC,제주특별자치도 서귀포시 / 제주특별자치도 제주시
7798,98,3,칠곡RDC,경상북도 포항시 남구 / 대구광역시 달성군
KP11556,97,1,평택RDC,충청남도 홍성군
KP12154,97,1,칠곡RDC,부산광역시 사하구
5285,97,1,계룡RDC,전라북도 전주시 덕진구
KP13106,96,1,제천RDC,충청북도 제천시
3198,96,1,평택RDC,경기도 의왕시
7183,96,1,평택RDC,경기도 안성시
KP12431,96,1,칠곡RDC,경상남도 거제시
7052,96,2,평택RDC,경기도 김포시 / 경기도 오산시
1208,96,1,칠곡RDC,경상남도 창원시 의창구
KP13714,96,1,평택RDC,경기도 화성시
KH09982,95,1,칠곡RDC,부산광역시 사상구
7085,95,2,평택RDC,경기도 수원시 권선구
KH10430,95,1,칠곡RDC,경상남도 양산시
KP13855,95,1,계룡RDC,충청남도 공주시
KP12362,94,1,칠곡RDC,울산광역시 동구
365,94,1,평택RDC,서울특별시 도봉구
KP13666,94,1,칠곡RDC,경상남도 양산시
6853,93,2,평택RDC,경기도 수원시 장안구 / 경기도 화성시
KH09592,93,1,칠곡RDC,부산광역시 수영구
KH09640,93,1,칠곡RDC,대구광역시 달성군
KP11708,93,1,계룡RDC,전라남도 고흥군
KP13412,93,1,계룡RDC,대전광역시 서구
KP12459,92,1,칠곡RDC,경상남도 창원시 마산합포구
KP12858,92,1,평택RDC,인천광역시 중구
KP13647,92,1,칠곡RDC,경상남도 양산시
KH10460,91,1,평택RDC,경기도 평택시
207,91,1,평택RDC,서울특별시 광진구
KP12046,91,1,제천RDC,강원도 춘천시
9874,91,1,평택RDC,경기도 고양시 일산동구
KH10763,91,1,칠곡RDC,경상북도 구미시
KP13853,91,1,칠곡RDC,부산광역시 중구
KP13417,90,1,칠곡RDC,부산광역시 해운대구
KP12777,90,1,제천RDC,강원도 원주시
KP11521,90,1,평택RDC,인천광역시 서구
9418,90,1,칠곡RDC,대구광역시 군위군
4022,90,1,칠곡RDC,경상남도 거제시
KP13425,90,1,평택RDC,인천광역시 남동구
10523,90,1,제천RDC,경기도 이천시
KP13282,89,1,칠곡RDC,부산광역시 해운대구
10096,89,2,평택RDC,경기도 고양시 덕양구 / 경기도 김포시
KP12365,89,1,칠곡RDC,경상남도 양산시
KH09310,89,1,평택RDC,경기도 시흥시
KP11365,89,1,칠곡RDC,울산광역시 남구
6756,88,1,평택RDC,충청남도 태안군
KP12613,88,1,칠곡RDC,부산광역시 동래구
8837,88,1,평택RDC,경기도 고양시 일산동구
9637,88,1,평택RDC,경기도 화성시
10282,88,1,계룡RDC,충청북도 청주시 흥덕구
KH10019,88,1,계룡RDC,전라남도 해남군
9279,87,1,칠곡RDC,경상남도 창원시 성산구
1532,87,1,칠곡RDC,부산광역시 북구
1768,87,1,계룡RDC,전라남도 순천시
KP12824,87,1,계룡RDC,충청남도 부여군
KP12135,87,1,계룡RDC,전라남도 무안군
KP13437,87,1,칠곡RDC,경상북도 문경시
6799,87,1,칠곡RDC,경상북도 안동시
7664,87,2,제주RDC,제주특별자치도 제주시
5842,87,1,계룡RDC,대전광역시 서구
KP13010,86,1,칠곡RDC,경상남도 진주시
989,86,1,제천RDC,강원도 속초시
KP12566,86,1,칠곡RDC,경상북도 경주시
KH10383,85,1,평택RDC,경기도 용인시 처인구
3019967,85,1,칠곡RDC,경상북도 의성군
1478,85,1,칠곡RDC,경상북도 청송군
KP11564,85,1,평택RDC,경기도 수원시 권선구
10113,85,9,계룡RDC / 제주RDC / 칠곡RDC / 평택RDC,경기도 의왕시 / 경상남도 양산시 / 경상북도 포항시 남구 / 부산광역시 강서구 / 서울특별시 강서구 / 전라남도 광양시 / 제주특별자치도 제주시 / 충청북도 청주시 청원구
KP13075,85,1,평택RDC,경기도 고양시 일산서구
KP12404,85,1,제천RDC,경기도 여주시
258,84,1,평택RDC,서울특별시 영등포구
KH05341,84,1,칠곡RDC,부산광역시 부산진구
7899,84,1,계룡RDC,전라남도 순천시
KH07280,84,1,평택RDC,경기도 남양주시
KP11074,84,1,평택RDC,경기도 안성시
KP13112,84,1,평택RDC,경기도 포천시
KP12340,84,1,계룡RDC,광주광역시 광산구
2825,83,2,평택RDC,경기도 수원시 장안구 / 경기도 시흥시
KH09219,83,1,계룡RDC,대전광역시 동구
KP13056,83,1,칠곡RDC,부산광역시 부산진구
10415,83,1,평택RDC,경기도 화성시
1490,83,1,제주RDC,제주특별자치도 제주시
KH10132,83,1,계룡RDC,충청북도 청주시 서원구
10156,83,2,계룡RDC,전라북도 익산시 / 충청남도 논산시
1097,83,3,칠곡RDC,대구광역시 남구 / 대구광역시 동구 / 대구광역시 수성구
KP13631,83,1,계룡RDC,전라북도 익산시
KP13781,83,1,계룡RDC,전라남도 여수시
KP13064,82,1,제천RDC,경기도 여주시
KP12151,82,1,칠곡RDC,부산광역시 남구
KP11620,82,1,제천RDC,강원도 홍천군
KP13088,81,1,칠곡RDC,대구광역시 달성군
KP12837,81,1,평택RDC,경기도 하남시
10552,81,1,칠곡RDC,경상남도 거제시
3760,81,1,평택RDC,경기도 의정부시
505,81,1,제천RDC,경기도 이천시
10164,81,1,제천RDC,경기도 이천시
KH05567,81,1,평택RDC,경기도 화성시
8380,81,1,평택RDC,경기도 평택시
KP11360,81,1,계룡RDC,대전광역시 서구
KP13831,81,1,칠곡RDC,대구광역시 북구
KP13794,81,1,평택RDC,경기도 화성시
KP13750,81,1,제천RDC,충청북도 제천시
KP13686,81,1,평택RDC,경기도 용인시 처인구
1677,80,1,계룡RDC,전라북도 전주시 덕진구
1670,80,1,계룡RDC,전라북도 진안군
1350,80,1,칠곡RDC,경상남도 진주시
1835,80,1,계룡RDC,전라북도 김제시
KP13121,80,1,평택RDC,경기도 평택시
KP11035,80,1,칠곡RDC,부산광역시 강서구
KH11003,80,1,제천RDC,강원도 원주시
462,79,1,평택RDC,서울특별시 양천구
KH08714,79,1,칠곡RDC,대구광역시 북구
9883,79,1,평택RDC,경기도 안산시 상록구
KP12578,79,1,계룡RDC,광주광역시 북구
KP11842,79,1,칠곡RDC,경상북도 영천시
KP11837,79,1,칠곡RDC,경상북도 포항시 남구
976,79,2,제천RDC,강원도 동해시
KP11584,79,1,계룡RDC,전라남도 장성군
KP12361,79,1,제천RDC,강원도 홍천군
KH10378,78,1,평택RDC,경기도 평택시
10277,78,1,계룡RDC,충청남도 공주시
9932,78,1,평택RDC,서울특별시 관악구
KP12207,78,1,평택RDC,충청남도 서산시
KP13859,78,1,칠곡RDC,부산광역시 기장군
KH08540,77,1,칠곡RDC,부산광역시 해운대구
KP11697,77,1,칠곡RDC,경상북도 안동시
KH10947,77,1,평택RDC,경기도 하남시
KP11005,77,1,칠곡RDC,울산광역시 북구
971,77,1,제천RDC,강원도 평창군
KP12603,77,1,칠곡RDC,경상북도 포항시 남구
627,77,1,평택RDC,경기도 오산시
6637,77,2,계룡RDC,전라남도 보성군 / 전라남도 순천시
KP12715,77,1,평택RDC,경기도 포천시
KH11204,77,1,평택RDC,경기도 고양시 일산서구
KP13819,77,1,계룡RDC,충청북도 청주시 서원구
KP11834,77,1,평택RDC,서울특별시 도봉구
KP11183,76,1,칠곡RDC,경상남도 함안군
KH02109,76,1,칠곡RDC,대구광역시 달서구
571,76,1,평택RDC,인천광역시 미추홀구
KP12849,76,1,평택RDC,경기도 광주시
8304,76,2,계룡RDC,광주광역시 광산구 / 전라북도 김제시
10109,76,1,칠곡RDC,경상북도 김천시
6859,76,1,평택RDC,인천광역시 서구
KH02238,76,1,평택RDC,경기도 남양주시
KP12068,76,1,계룡RDC,전라남도 진도군
KP13797,76,1,칠곡RDC,경상북도 경산시
KP13830,76,1,제주RDC,제주특별자치도 제주시
KH11133,76,1,칠곡RDC,대구광역시 달성군
9992,75,1,칠곡RDC,경상남도 거제시
KH10962,75,1,평택RDC,경기도 용인시 기흥구
1424,75,1,칠곡RDC,대구광역시 군위군
KP11932,75,1,평택RDC,경기도 화성시
KP11361,75,1,계룡RDC,충청북도 청주시 서원구
6641,75,1,제천RDC,강원도 정선군
KP12564,75,1,계룡RDC,대전광역시 유성구
KH11024,75,1,평택RDC,충청남도 아산시
KP12608,74,1,칠곡RDC,경상남도 함안군
KP11324,74,1,칠곡RDC,경상남도 창원시 진해구
KH02476,74,1,칠곡RDC,경상남도 창원시 진해구
2666,74,1,제천RDC,충청북도 충주시
KP13111,74,1,평택RDC,경기도 김포시
KP13467,74,1,평택RDC,경기도 평택시
KP13702,74,1,평택RDC,경기도 부천시 소사구
KP13822,74,1,계룡RDC,전라북도 부안군
KH11307,74,1,평택RDC,경기도 안성시
KP11343,73,1,칠곡RDC,경상남도 창원시 성산구
KP12867,73,1,평택RDC,서울특별시 관악구
KP12479,73,1,계룡RDC,충청남도 보령시
KP13021,73,1,평택RDC,경기도 용인시 처인구
KP13170,73,1,칠곡RDC,경상남도 양산시
KP12109,73,1,제천RDC,강원도 영월군
6228,73,1,칠곡RDC,경상북도 상주시
KP12664,73,1,칠곡RDC,경상북도 구미시
KP13847,73,1,평택RDC,인천광역시 남동구
10199,72,2,계룡RDC / 평택RDC,세종특별자치시 세종특별자치시 / 충청북도 음성군
KP13309,72,1,평택RDC,경기도 하남시
3945,72,1,계룡RDC,대전광역시 유성구
6726,72,2,계룡RDC,충청남도 논산시
1485,72,1,제주RDC,제주특별자치도 제주시
